,Id,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,Quality
2971,4426,6.5,0.22,0.29,7.4,28.0,16.0,87.0,0.99311,3.15,0.56,10.9,1
2972,4330,6.8,0.23,0.31,2.8,47.0,40.0,122.0,0.99126,3.06,0.64,10.9,1
2973,4149,6.8,0.17,0.35,1.8,0.04,29.0,84.0,0.98961,2.91,0.57,12.0,1
2974,2489,7.4,0.19,0.3,1.4,57.0,33.0,135.0,0.993,3.12,0.5,9.6,1
2975,3182,8.0,0.44,0.49,9.1,31.0,46.0,151.0,0.9926,3.16,0.27,12.7,1
2976,3801,6.3,0.6,0.44,11.0,0.05,50.0,245.0,0.9972,3.19,0.57,9.3,0
2977,500,6.7,0.24,0.3,3.85,42.0,34.86378539493293,179.0,0.99189,3.04,0.59,11.3,1
2978,3762,7.4,0.29,0.31,1.7,35.0,23.0,110.0,0.9926,3.07,0.38,10.9,0
2979,4266,6.7,0.31,0.31,9.9,0.04,10.0,175.0,0.9953,3.46,0.55,11.4,0
2980,1383,6.5,0.29,0.26,7.0,0.04,18.0,113.0,0.99366,3.17,0.38,10.2,1
2981,41,5.9,0.37,0.14,6.3,36.0,34.0,185.0,0.9944,3.17,0.63,9.8,0
2982,1682,6.4,0.26,0.21,8.2,0.05,51.0,182.0,0.99542,3.23,0.48,9.5,0
2983,426,6.4,0.28,0.28,3.0,0.04,19.0,98.0,0.99216,3.25,0.47,11.1,1
2984,3671,9.1,0.28,0.49,2.0,59.0,10.0,112.0,0.9958,3.15,0.46,10.1,0
2985,3100,6.2,0.36,0.22,5.25,38.0,44.0,145.0,0.99184,3.22,0.4,11.2,1
2986,298,7.4,0.28,0.36,1.1,28.0,42.0,105.0,0.9893,2.99,0.39,12.4,1
2987,1485,6.8,0.23,0.3,6.95,44.0,42.0,179.0,0.9946,3.25,0.56,10.6,1
2988,3269,7.7,0.2,0.44,13.9,0.05,44.0,130.0,0.99855,3.11,0.48,10.0,1
2989,1780,7.8,0.21,0.49,1.35,52.0,6.0,48.0,0.9911,3.15,0.28,11.4,0
2990,2575,6.6,0.29,0.39,6.75,31.0,22.0,98.0,0.9913,3.15,0.8,12.9,1
2991,3731,7.3,0.27,0.39,6.7,64.0,28.0,188.0,0.9958,3.29,0.3,9.7,0
2992,3322,6.4,0.31,0.39,7.5,0.04,57.0,213.0,0.99475,3.32,0.43,10.0,0
2993,3023,5.8,0.19,0.24,1.3,44.0,38.0,128.0,0.99362,3.77,0.6,10.6,0
2994,4549,7.0,0.3,0.38,14.9,32.0,60.0,181.0,0.9983,3.18,0.61,9.3,1
2995,494,6.6,0.17,0.35,2.6,0.03,33.0,78.0,0.99146,3.22,0.72,11.3,1
2996,1268,8.8,0.27,0.25,5.0,24.0,52.0,99.0,0.9925,2.87,0.49,11.4,0
2997,3099,5.6,0.3,0.1,6.4,43.0,34.0,142.0,0.99382,3.14,0.48,9.8,0
2999,1709,6.8,0.39,0.34,7.4,0.02,38.0,133.0,0.99212,3.18,0.44,12.0,1
3000,2794,6.0,0.2,0.71,1.6,0.15,10.0,54.0,0.9927,3.12,0.47,9.8,0
3001,2935,6.6,0.25,0.24,1.7,48.0,26.0,124.0,0.9942,3.37,0.6,10.1,1
3003,4616,7.5,0.29,0.36,15.7,0.05,29.0,124.0,0.9968,3.06,0.54,10.4,0
3004,2328,8.7,0.3,0.59,1.7,46.0,10.0,70.0,0.99373,3.06,0.56,10.8,0
3005,2377,6.3,0.4,0.32,10.6,49.0,38.0,209.0,0.9981,3.47,0.59,9.3,1
3006,673,6.0,0.14,0.37,1.2,32.0,63.0,148.0,0.99185,3.32,0.44,11.2,0
3007,940,6.9,0.21,0.33,1.8,34.0,48.0,136.0,0.9899,3.25,0.41,12.6,1
3008,2561,6.9,0.38,0.25,9.8,0.04,28.0,191.0,0.9971,3.28,0.61,9.2,0
3009,1012,7.7,0.32,0.48,2.3,0.04,28.0,114.0,0.9911,3.2,0.52,12.8,1
3010,445,7.3,0.25,0.26,7.2,48.0,52.0,207.0,0.99587,3.12,0.37,9.2,0
3011,421,6.6,0.56,0.15,10.0,37.0,38.0,157.0,0.99642,3.28,0.52,9.4,0
3012,1286,6.3,0.23,0.33,6.9,52.0,23.0,118.0,0.9938,3.23,0.46,10.4,1
3013,3366,6.2,0.39,0.24,4.8,37.0,45.0,138.0,0.99174,3.23,0.43,11.2,1
3014,4467,6.3,0.38,0.17,8.8,0.08,50.0,212.0,0.99803,3.47,0.66,9.4,0
3015,3296,5.0,0.55,0.14,8.3,32.0,35.0,164.0,0.9918,3.53,0.51,12.5,1
3016,3056,7.7,0.31,0.36,4.3,26.0,15.0,87.0,0.99152,3.11,0.48,12.0,0
3017,2123,7.3,0.3,0.42,7.35,25.0,51.0,175.0,0.9928,3.04,0.32,11.4,1
3018,4548,8.3,0.36,0.57,15.0,52.0,35.0,256.0,1.0001,2.93,0.64,8.6,0
3019,1936,8.3,0.22,0.34,1.1,43.0,20.0,116.0,0.9927,3.0,0.47,10.2,1
3021,2545,6.5,0.24,0.29,8.2,43.0,32.0,156.0,0.99453,3.13,0.7,10.1,1
3022,2459,6.7,0.66,0.0,13.0,33.0,32.0,75.0,0.99551,3.15,0.5,10.7,1
3023,1040,7.6,0.445,0.44,14.5,45.0,68.0,212.0,0.9986,3.48,0.36,10.0,1
3024,40,6.3,0.55,0.45,13.0,47.0,33.0,182.0,0.9974,3.2,0.46,9.2,1
3025,243,6.0,0.18,0.31,1.4,36.0,14.0,75.0,0.99085,3.34,0.58,11.1,1
3026,2560,6.7,0.24,0.41,8.7,36.0,29.0,148.0,0.9952,3.22,0.62,9.9,1
3027,1175,6.4,0.31,0.26,13.2,46.0,57.0,205.0,0.9975,3.17,0.41,9.6,0
3028,1983,7.2,0.19,0.39,1.2,36.0,32.0,85.0,0.9918,3.16,0.5,10.5,0
3029,2995,5.7,0.22,0.2,16.0,44.0,41.0,113.0,0.99862,3.22,0.46,8.9,1
3030,3817,6.6,0.23,0.3,14.9,51.0,33.0,118.0,0.99835,3.04,0.54,9.0,1
3031,2855,7.7,0.39,0.49,7.7,36.0,11.0,110.0,0.9966,3.33,0.76,10.0,1
3032,2722,6.4,0.17,0.32,2.4,48.0,41.0,200.0,0.9938,3.5,0.5,9.7,1
3033,2858,10.0,0.23,0.27,14.1,33.0,45.0,166.0,0.9988,2.72,0.43,9.7,1
3034,4239,8.6,0.485,0.29,4.1,26.0,19.0,101.0,0.9918,3.01,0.38,12.4,0
3035,2142,5.7,0.335,0.34,1.0,0.04,13.0,174.0,0.992,3.27,0.66,10.0,0
3036,1647,6.3,0.13,0.42,1.1,43.0,63.0,146.0,0.99066,3.13,0.72,11.2,1
3037,2556,6.4,0.25,0.53,6.6,38.0,59.0,234.0,0.9955,3.03,0.42,8.8,0
3038,1726,7.1,0.2,0.35,3.2,34.0,21.0,107.0,0.99195,3.11,0.54,11.1,1
3039,2689,5.9,0.32,0.19,14.5,42.0,37.0,115.0,0.99684,3.16,0.43,10.3,0
3040,3623,6.9,0.3,0.3,1.3,53.0,24.0,186.0,0.99361,3.29,0.54,9.9,0
3041,1579,6.0,0.28,0.27,15.5,36.0,31.0,134.0,0.99408,3.19,0.44,13.0,1
3042,4547,6.0,0.41,0.21,1.9,0.05,29.0,122.0,0.9928,3.42,0.52,10.5,1
3043,1600,5.5,0.42,0.09,1.6,19.0,18.0,68.0,0.9906,3.33,0.51,11.4,1
3044,604,7.6,0.27,0.24,3.8,58.0,19.0,115.0,0.9958,3.15,0.45,8.9,0
3045,3259,5.6,0.18,0.3,10.2,28.0,28.0,131.0,0.9954,3.49,0.42,10.8,1
3046,1251,7.2,0.32,0.3,8.25,0.02,14.0,104.0,0.99362,2.99,0.44,11.4,1
3047,4637,7.0,0.24,0.3,4.2,0.04,41.0,213.0,0.9927,3.28,0.49,11.8,1
3048,808,8.0,0.25,0.13,17.2,36.0,49.0,219.0,0.9996,2.96,0.46,9.7,0
3049,4458,6.9,0.14,0.29,9.9,56.0,30.0,91.0,0.99512,3.19,0.33,9.9,1
3050,2952,6.4,0.3,0.38,7.8,46.0,35.0,192.0,0.9955,3.1,0.37,9.0,0
3051,2919,5.2,0.31,0.2,2.4,27.0,27.0,117.0,0.98886,3.56,0.45,13.0,1
3052,3251,6.0,0.29,0.41,10.8,48.0,55.0,149.0,0.9937,3.09,0.59,10.9666666666667,1
3053,1442,6.4,0.2,0.32,3.1,41.0,18.0,126.0,0.9914,3.43,0.42,12.0,1
3054,470,6.8,0.19,0.71,17.5,42.0,21.0,114.0,0.99784,2.85,0.5,9.5,1
3055,2311,6.2,0.3,0.32,1.2,52.0,32.0,185.0,0.99266,3.28,0.44,10.1,0
3056,3678,6.3,0.3,0.28,5.0,42.0,36.0,168.0,0.99505,3.22,0.69,9.5,1
3057,4588,5.9,0.34,0.22,2.4,0.03,19.0,135.0,0.9894,3.41,0.78,13.9,1
3058,2666,6.5,0.29,0.52,1.7,34.0,41.0,193.0,0.99223,3.25,0.59,10.4,1
3059,1491,6.2,0.45,0.26,4.4,63.0,63.0,206.0,0.994,3.27,0.52,9.8,0
3060,1074,6.2,0.25,0.54,7.0,46.0,58.0,176.0,0.99454,3.19,0.7,10.4,0
3061,2300,8.4,0.27,0.3,2.2,37.0,36.0,129.0,0.99085,2.89,0.3,11.4666666666667,1
3062,3876,6.4,0.35,0.2,5.7,34.0,18.0,117.0,0.9944,3.33,0.43,10.1,0
3063,1197,7.6,0.19,0.32,18.75,47.0,32.0,193.0,1.00014,3.1,0.5,9.3,1
3064,484,6.8,0.29,0.34,3.5,54.0,26.0,189.0,0.99489,3.42,0.58,10.4,0
3065,3748,7.6,0.39,0.32,3.6,35.0,22.0,93.0,0.99144,3.08,0.6,12.5,1
3066,3506,7.2,0.32,0.4,8.7,38.0,45.0,154.0,0.99568,3.2,0.47,10.4,1
3067,3204,6.8,0.51,0.3,4.2,66.0,38.0,165.0,0.9945,3.2,0.42,9.1,0
3068,4284,5.1,0.23,0.18,1.0,53.0,13.0,99.0,0.98956,3.22,0.39,11.5,0
3069,1638,7.5,0.34,0.35,6.0,34.0,12.0,126.0,0.9924,3.16,0.39,12.0,1
3070,2153,6.4,0.69,0.09,7.6,44.0,34.0,144.0,0.9948,3.26,0.38,10.1,1
3071,582,6.4,0.26,0.25,10.7,46.0,66.0,179.0,0.99606,3.17,0.55,9.9,1
3072,745,9.0,0.24,0.5,1.2,48.0,26.0,107.0,0.9918,3.21,0.34,12.4,1
3073,2233,6.9,0.29,0.16,6.8,34.0,65.0,212.0,0.9955,3.08,0.39,9.0,1
3074,2584,6.5,0.29,0.32,3.0,36.0,38.0,93.0,0.9906,3.16,0.59,12.0,1
3075,1420,6.9,0.42,0.2,15.4,43.0,57.0,201.0,0.99848,3.08,0.54,9.4,0
3076,3015,6.9,0.24,0.34,4.7,0.04,43.0,161.0,0.9935,3.2,0.59,10.6,1
3077,2599,7.2,0.2,0.61,16.2,43.0,14.0,103.0,0.9987,3.06,0.36,9.2,1
3078,2611,8.5,0.32,0.36,14.9,41.0,47.0,190.0,0.9982,3.08,0.31,10.0,1
3079,4134,7.3,0.37,0.16,14.9,48.0,59.0,240.0,0.99902,3.13,0.45,8.9,0
3080,2659,6.6,0.19,0.28,11.8,42.0,54.0,137.0,0.99492,3.18,0.37,10.8,1
3081,2555,7.0,0.44,0.24,12.1,56.0,68.0,210.0,0.99718,3.05,0.5,9.5,0
3082,4510,6.3,0.27,0.46,11.1,53.0,44.0,177.0,0.99691,3.18,0.67,9.4,0
3083,2479,6.7,0.19,0.32,3.7,41.0,26.0,76.0,0.99173,2.9,0.57,10.5,1
3084,4446,6.4,0.26,0.35,7.7,56.0,45.0,191.0,0.99527,3.16,0.5,9.5,0
3085,821,7.0,0.27,0.48,6.1,42.0,60.0,184.0,0.99566,3.2,0.5,9.4,1
3086,530,6.2,0.2,0.26,1.7,93.0,40.0,161.0,0.9924,3.44,0.66,11.0,0
3087,3775,6.7,0.25,0.34,12.85,48.0,30.0,161.0,0.9986,3.44,0.47,9.5,1
3088,2315,6.8,0.17,0.74,2.4,53.0,61.0,182.0,0.9953,3.63,0.76,10.5,1
3089,2960,7.4,0.24,0.42,14.0,66.0,48.0,198.0,0.9979,2.89,0.42,8.9,1
3090,3482,6.9,0.12,0.36,2.2,37.0,18.0,111.0,0.9919,3.41,0.82,11.9,1
3091,3720,6.5,0.32,0.12,11.5,33.0,35.0,165.0,0.9974,3.22,0.32,9.0,0
3092,1884,5.8,0.28,0.66,9.1,39.0,26.0,159.0,0.9965,3.66,0.55,10.8,0
3093,3249,7.0,0.48,0.12,4.5,0.05,23.0,86.0,0.99398,2.86,0.35,9.0,0
3094,2460,5.8,0.29,0.21,2.6,25.0,12.0,120.0,0.9894,3.39,0.79,14.0,1
3095,2245,8.0,0.26,0.28,4.8,0.05,34.0,150.0,0.99437,3.13,0.5,10.0,1
3096,4639,6.5,0.315,0.2,6.6,41.0,9.0,126.0,0.99494,2.94,0.51,8.8,0
3098,3976,6.3,0.33,0.42,17.2,37.0,57.0,170.0,0.99403341877794,3.26,0.57,9.4,1
3099,3937,7.4,0.16,0.3,13.7,56.0,33.0,168.0,0.99825,2.9,0.44,8.7,1
3100,860,6.6,0.19,0.35,1.5,37.0,37.0,107.0,0.99006,3.18,0.68,12.0,1
3101,770,6.9,0.31,0.32,1.2,24.0,20.0,166.0,0.99208,3.05,0.54,9.8,1
3102,2569,6.8,0.19,0.23,5.1,34.0,71.0,204.0,0.9942,3.23,0.69,10.1,0
3103,907,6.0,0.27,0.3,14.7,44.0,15.0,144.0,0.99666,3.12,0.53,10.3,1
3104,1049,6.1,0.17,0.29,1.1,41.0,32.0,92.0,0.99036,3.26,0.57,11.2,1
3105,344,6.2,0.15,0.46,1.6,39.0,38.0,123.0,0.993,3.38,0.51,9.7,1
3106,1945,6.8,0.26,0.24,7.8,52.0,54.0,214.0,0.9961,3.13,0.47,8.9,0
3107,4498,6.4,0.31,0.27,7.4,49.0,48.0,169.0,0.99323,3.27,0.45,11.1,1
3108,3677,9.8,0.36,0.45,1.6,42.0,11.0,124.0,0.9944,2.93,0.46,10.8,0
3109,4067,6.5,0.16,0.33,4.8,43.0,45.0,114.0,0.992,3.18,0.44,11.2,1
3110,2551,6.6,0.42,0.33,2.8,34.0,15.0,85.0,0.99,3.28,0.51,13.4,1
3111,4454,5.7,0.36,0.21,6.7,38.0,51.0,166.0,0.9941,3.29,0.63,10.0,1
3112,1932,7.3,0.42,0.38,6.8,45.0,29.0,122.0,0.9925,3.19,0.37,12.6,1
3113,2263,6.6,0.54,0.21,16.3,55.0,41.0,182.0,0.9986,3.35,0.54,10.4,1
3114,2600,6.0,0.33,0.26,5.1,51.0,16.0,119.0,0.99416,3.15,0.41,9.2,0
3115,942,6.8,0.31,0.32,7.6,52.0,35.0,143.0,0.9959,3.14,0.38,9.0,0
3116,1992,6.6,0.78,0.5,1.5,45.0,30.0,133.0,0.99104,3.25,0.48,11.7,0
3117,403,6.1,0.28,0.27,8.0,48.0,41.0,162.0,0.99498,3.21,0.51,9.9,0
3118,1237,6.8,0.27,0.12,1.3,0.04,87.0,168.0,0.992,3.18,0.41,10.0,0
3119,3973,7.3,0.19,0.27,13.9,57.0,45.0,155.0,0.99807,2.94,0.41,8.8,1
3120,2174,6.6,0.25,0.41,7.4,43.0,29.0,151.0,0.9946,3.15,0.6,10.2,1
3121,4261,6.8,0.15,0.32,8.8,58.0,24.0,110.0,0.9972,3.4,0.4,8.8,1
3122,520,8.0,0.25,0.27,9.7,36.0,15.0,85.0,0.99406,2.99,0.36,11.2,1
3123,2008,6.0,0.22,0.33,12.2,33.0,25.0,97.0,0.99356,3.17,0.42,11.3,1
3124,3527,7.1,0.17,0.38,7.4,52.0,49.0,182.0,0.9958,3.35,0.52,9.6,1
3125,631,6.6,0.34,0.24,3.3,34.0,29.0,99.0,0.99031,3.1,0.4,12.3,1
3126,618,6.8,0.21,0.37,7.0,38.0,27.0,107.0,0.99206,2.98,0.82,11.5,1
3127,1829,8.1,0.25,0.38,3.8,51.0,18.0,129.0,0.9928,3.21,0.38,11.5,1
3128,2273,7.4,0.41,0.66,10.8,51.0,77.0,194.0,0.9976,3.05,0.46,8.7,0
3129,3900,6.8,0.15,0.33,4.7,59.0,31.0,118.0,0.9956,3.43,0.39,9.0,1
3130,1683,6.4,0.32,0.26,7.9,0.05,53.0,180.0,0.99514,3.14,0.5,9.6,0
3131,3058,6.9,0.19,0.35,13.5,38.0,49.0,118.0,0.99546,3.0,0.63,10.7,1
3132,3280,6.8,0.22,0.37,15.2,51.0,68.0,178.0,0.99935,3.4,0.85,9.3,1
3133,1537,7.2,0.21,0.31,10.5,35.0,36.0,122.0,0.99478,3.12,0.4,10.6,1
3134,22,6.1,0.28,0.27,4.7,0.03,56.0,140.0,0.99042,3.16,0.42,12.5,1
3135,1109,7.0,0.32,0.27,7.1,27.0,37.0,122.0,0.99165,3.15,0.6,12.6,1
3136,2493,6.9,0.28,0.41,1.7,0.05,10.0,136.0,0.993,3.16,0.71,11.4,1
3137,970,7.2,0.2,0.61,16.2,43.0,14.0,103.0,0.9987,3.06,0.36,9.2,1
3138,2812,5.3,0.6,0.34,1.4,31.0,3.0,60.0,0.98854,3.27,0.38,13.0,1
3139,4484,6.3,0.28,0.47,11.2,0.04,61.0,183.0,0.99592,3.12,0.51,9.5,1
3140,2304,7.4,0.27,0.26,11.8,53.0,55.0,173.0,0.99699,3.11,0.6,9.8,0
3141,3760,6.7,0.24,0.36,8.4,42.0,42.0,123.0,0.99473,3.34,0.52,10.9,1
3142,1089,6.6,0.25,0.33,8.5,42.0,29.0,141.0,0.99546,3.28,0.6,10.4,0
3143,2357,7.8,0.3,0.36,4.6,24.0,20.0,198.0,0.99222,3.06,0.66,11.9,1
3144,3918,7.4,0.27,0.28,1.8,0.04,45.0,121.0,0.99043,3.02,0.4,11.9,0
3145,883,6.1,0.27,0.31,3.9,34.0,42.0,137.0,0.99218,3.24,0.46,10.9,1
3146,4643,7.0,0.46,0.39,6.2,39.0,46.0,163.0,0.9928,3.21,0.35,12.2,1
3148,362,6.4,0.19,0.35,10.2,43.0,40.0,106.0,0.99632,3.16,0.5,9.7,1
3149,3461,6.0,0.38,0.26,3.5,35.0,38.0,111.0,0.98872,3.18,0.47,13.6,1
3150,3064,6.8,0.22,0.24,4.9,92.0,30.0,123.0,0.9951,3.03,0.46,8.6,1
3151,1247,7.9,0.17,0.32,1.6,53.0,47.0,150.0,0.9948,3.29,0.76,9.6,1
3152,3018,5.4,0.18,0.24,4.8,41.0,30.0,113.0,0.99445,3.42,0.4,9.4,1
3153,3837,5.9,0.26,0.4,1.3,47.0,12.0,139.0,0.9945,3.45,0.53,10.4,0
3154,2162,6.7,0.31,0.3,2.4,38.0,30.0,83.0,0.99403341877794,3.09,0.36,12.8,1
3155,2586,6.8,0.24,0.4,1.8,47.0,34.0,105.0,0.99,3.13,0.49,12.8,1
3156,2044,5.7,0.16,0.32,1.2,36.0,7.0,89.0,0.99111,3.26,0.48,11.0,0
3157,1771,6.6,0.16,0.34,1.1,37.0,41.0,115.0,0.9899,3.01,0.68,12.0,1
3158,2140,6.4,0.13,0.28,0.9,45.0,32.0,87.0,0.99175,3.47,0.52,11.2,1
3159,3849,7.1,0.32,0.32,11.0,38.0,16.0,66.0,0.9937,3.24,0.4,11.5,0
3160,1496,6.0,0.34,0.32,3.8,44.0,13.0,116.0,0.99108,3.39,0.44,11.8,1
3161,968,6.1,0.43,0.35,9.1,59.0,83.0,249.0,0.9971,3.37,0.5,8.5,0
3162,2889,6.8,0.33,0.3,2.1,47.0,35.0,147.0,0.9886,3.24,0.56,13.4,1
3163,1227,5.3,0.275,0.24,7.4,38.0,28.0,114.0,0.99313,3.38,0.51,11.0,1
3164,1099,6.3,0.23,0.21,5.1,35.0,29.0,142.0,0.9942,3.36,0.33,10.1,1
3165,4087,6.5,0.18,0.26,1.4,41.0,40.0,141.0,0.9941,3.34,0.72,9.5,1
3166,1723,6.8,0.23,0.33,1.9,47.0,20.0,101.0,0.9914,3.1,0.46,11.1,1
3167,382,6.9,0.24,0.23,7.1,41.0,20.0,97.0,0.99246,3.1,0.85,11.4,1
3168,3448,7.5,0.24,0.29,1.1,46.0,34.0,84.0,0.9902,3.04,0.39,11.45,1
3169,1179,7.6,0.17,0.45,11.2,54.0,56.0,137.0,0.997,3.15,0.47,10.0,0
3170,4076,6.9,0.32,0.26,2.3,0.03,11.0,103.0,0.99106,3.06,0.42,11.1,1
3171,1379,6.4,0.26,0.24,6.4,0.04,27.0,124.0,0.9903,3.22,0.49,12.6,1
3172,13,6.3,0.3,0.29,2.1,48.0,33.0,142.0,0.98956,3.22,0.46,12.9,1
3173,4471,7.7,0.29,0.48,2.3,49.0,36.0,178.0,0.9931,3.17,0.64,10.6,1
3174,2143,7.7,0.28,0.33,6.7,37.0,32.0,155.0,0.9951,3.39,0.62,10.7,1
3175,633,8.1,0.24,0.38,4.3,44.0,49.0,172.0,0.996,3.37,0.74,10.8,1
3176,440,6.2,0.21,0.27,1.7,38.0,41.0,150.0,0.9933,3.49,0.71,10.5,1
3177,2618,6.7,0.18,0.3,6.4,48.0,40.0,251.0,0.9956,3.29,0.52,10.0,0
3178,3055,8.5,0.19,0.48,1.1,26.0,23.0,58.0,0.99184,2.9,0.5,10.5,1
3179,2891,7.5,0.42,0.2,1.4,0.06,15.0,168.0,0.9944,3.06,0.4,9.4,1
3180,3184,7.3,0.3,0.22,6.4,56.0,44.0,168.0,0.9947,3.13,0.35,10.1,1
3181,3807,7.9,0.21,0.39,2.0,57.0,21.0,138.0,0.99176,3.05,0.52,10.9,0
3182,1605,6.9,0.4,0.17,12.9,33.0,59.0,186.0,0.99754,3.08,0.49,9.4,0
3183,3964,6.3,0.26,0.25,7.8,58.0,44.0,166.0,0.9961,3.24,0.41,9.0,0
3184,258,8.0,0.19,0.3,2.0,53.0,48.0,140.0,0.994,3.18,0.49,9.6,1
3186,2604,7.2,0.23,0.33,12.7,49.0,50.0,183.0,0.9987,3.41,0.4,9.8,0
3187,4049,7.3,0.16,0.35,1.5,36.0,29.0,108.0,0.99342,3.27,0.51,10.2,1
3188,901,7.1,0.2,0.27,9.6,37.0,19.0,105.0,0.99444,3.04,0.37,10.5,1
3189,2156,7.1,0.16,0.36,10.7,44.0,20.0,90.0,0.9959,3.16,0.44,10.9,1
3190,249,6.8,0.2,0.25,6.2,52.0,22.0,106.0,0.9935,3.09,0.54,10.8,0
3191,1217,7.1,0.19,0.28,3.6,33.0,16.0,78.0,0.993,2.91,0.78,11.4,1
3192,2691,6.9,0.29,0.32,5.8,0.04,16.0,112.0,0.993,3.04,0.58,11.2,0
3193,758,5.7,0.29,0.16,7.9,44.0,48.0,197.0,0.99512,3.21,0.36,9.4,0
3194,3167,7.5,0.14,0.34,1.3,55.0,50.0,153.0,0.9945,3.29,0.8,9.6,1
3195,4241,6.6,0.43,0.24,11.9,0.04,54.0,159.0,0.99622,3.14,0.54,9.8,1
3196,2798,6.2,0.21,0.52,6.5,47.0,28.0,123.0,0.99418,3.22,0.49,9.9,1
3197,1381,6.9,0.25,0.24,1.8,53.0,6.0,121.0,0.993,3.23,0.7,11.4,0
3198,1303,6.3,0.19,0.33,10.1,63.0,63.0,133.0,0.99561,2.86,0.41,9.1,0
3199,1187,6.3,0.23,0.49,7.1,0.05,67.0,210.0,0.9951,3.23,0.34,9.5,0
3200,2482,6.6,0.295,0.24,1.6,39.0,29.0,140.0,0.99304,3.35,0.61,10.4,1
3201,2239,7.0,0.15,0.3,13.3,49.0,46.0,120.0,0.99704,3.2,0.36,9.5,1
3202,3990,6.7,0.18,0.3,6.4,48.0,40.0,251.0,0.9956,3.29,0.52,10.0,0
3203,3486,5.1,0.29,0.28,8.3,26.0,27.0,107.0,0.99308,3.36,0.37,11.0,1
3205,3938,8.1,0.12,0.49,1.2,42.0,43.0,160.0,0.9934,3.13,0.48,9.7,1
3206,3734,6.2,0.47,0.19,8.3,29.0,24.0,142.0,0.992,3.22,0.45,12.3,1
3207,2714,7.2,0.29,0.4,7.6,24.0,56.0,177.0,0.9928,3.04,0.32,11.5,1
3208,1218,6.6,0.19,0.25,1.2,52.0,34.0,181.0,0.99352,3.3,0.42,9.4,1
3209,4172,6.2,0.26,0.32,15.3,31.0,64.0,185.0,0.99835,3.31,0.61,9.4,0
3210,1280,6.6,0.26,0.27,11.8,48.0,28.0,112.0,0.99606,2.87,0.49,9.7,1
3211,3195,6.4,0.15,0.44,1.2,43.0,67.0,150.0,0.9907,3.14,0.73,11.2,1
3212,216,6.7,0.12,0.36,2.3,39.0,43.0,125.0,0.99229,3.07,0.67,10.1,1
3213,3358,6.6,0.18,0.28,3.3,44.0,18.0,91.0,0.993,3.42,0.64,10.8,1
3214,2535,6.4,0.33,0.24,9.8,41.0,29.0,109.0,0.9956,3.29,0.47,10.1,1
3215,3795,9.0,0.55,0.3,8.1,26.0,14.0,71.0,0.993,2.94,0.36,11.8,0
3216,2256,5.3,0.21,0.29,0.7,28.0,11.0,66.0,0.99215,3.3,0.4,9.8,0
3217,3021,6.9,0.3,0.36,0.9,37.0,40.0,156.0,0.98968,3.08,0.36,12.1,1
3218,1084,6.2,0.24,0.27,16.8,0.04,48.0,129.0,0.99691,3.23,0.38,10.5,1
3219,4298,7.2,0.43,0.24,6.7,58.0,40.0,163.0,0.995,3.2,0.41,9.9,0
3220,1092,6.1,0.41,0.0,1.6,63.0,36.0,87.0,0.9914,3.27,0.67,10.8,1
3221,2207,6.9,0.2,0.41,1.1,0.06,36.0,104.0,0.99317,2.99,0.39,9.2,0
3222,3233,6.854050029779626,0.24,0.3,1.3,0.03,25.0,98.0,0.98968,3.37,0.43,12.4,1
3223,1473,6.2,0.26,0.29,2.0,36.0,16.0,87.0,0.99081,3.33,0.61,11.8,1
3224,2680,7.4,0.28,0.3,5.3,54.0,44.0,161.0,0.9941,3.12,0.48,10.3,1
3225,2843,6.4,0.25,0.33,1.7,37.0,35.0,113.0,0.99164,3.23,0.66,10.6,1
3226,2237,6.6,0.26,0.25,11.6,45.0,45.0,178.0,0.99691,3.33,0.43,9.8,1
3227,409,8.0,0.25,0.49,9.0,44.0,31.0,185.0,0.998,3.34,0.49,10.0,1
3228,478,8.1,0.28,0.4,6.9,0.05,30.0,97.0,0.9951,3.26,0.44,10.1,1
3229,2916,5.4,0.205,0.16,12.55,51.0,31.0,115.0,0.99564,3.4,0.38,10.8,1
3230,326,8.2,0.23,0.4,7.5,49.0,12.0,76.0,0.9966,3.06,0.84,9.7,1
3231,2696,7.2,0.24,0.3,1.2,37.0,11.0,95.0,0.98914,2.96,0.36,12.5,1
3232,2139,6.5,0.33,0.24,14.5,48.0,20.0,96.0,0.99456,3.06,0.3,11.5,1
3233,2597,6.6,0.23,0.2,11.4,44.0,45.0,131.0,0.99604,2.96,0.51,9.7,1
3234,1405,6.0,0.19,0.29,1.2,46.0,29.0,92.0,0.99033,3.22,0.53,11.3,1
3235,4546,7.6,0.36,0.49,11.3,46.0,87.0,221.0,0.9984,3.01,0.43,9.2,0
3236,4129,6.3,0.27,0.18,7.7,48.0,45.0,186.0,0.9962,3.23,0.47,9.0,0
3237,1887,7.1,0.37,0.3,6.2,0.04,49.0,139.0,0.99021,3.17,0.27,13.6,1
3238,3799,7.5,0.17,0.71,11.8,38.0,52.0,148.0,0.99801,3.03,0.46,8.9,0
3239,3966,6.6,0.19,0.43,10.9,45.0,53.0,154.0,0.99752,3.52,0.77,10.4,1
3240,3710,5.7,0.4,0.35,5.1,26.0,17.0,113.0,0.99052,3.18,0.67,12.4,1
